"iso2c";"country";"NY.GDP.MKTP.KD.ZG";"year";"ToKeep";"Count"
"441";"SG";"Singapore";11.1001348809818;1973;TRUE;45
"442";"SG";"Singapore";13.5029944961646;1972;TRUE;45
"443";"SG";"Singapore";12.0502304342311;1971;TRUE;45
"444";"SG";"Singapore";13.7880079177434;1970;TRUE;45
"445";"SG";"Singapore";13.6909552647002;1969;TRUE;45
"446";"SG";"Singapore";13.5939996449494;1968;TRUE;45
"447";"SG";"Singapore";12.2715404699739;1967;TRUE;45
"448";"SG";"Singapore";10.8624080252778;1966;TRUE;45
"449";"SG";"Singapore";13.7120865707228;1965;TRUE;45
"450";"SG";"Singapore";8.90606182878261;1963;TRUE;45
"451";"SG";"Singapore";13.8203851642926;1961;TRUE;45
"452";"TH";"Thailand";6.49035634194304;2012;TRUE;47
"453";"TH";"Thailand";7.81051239474012;2010;TRUE;47
"454";"TH";"Thailand";2.4843004010776;2008;TRUE;47
"455";"TH";"Thailand";5.04431614816509;2007;TRUE;47
"456";"TH";"Thailand";5.09289871304419;2006;TRUE;47
"457";"TH";"Thailand";4.60469894574275;2005;TRUE;47
"458";"TH";"Thailand";6.34407349590533;2004;TRUE;47
"459";"TH";"Thailand";7.13997532314995;2003;TRUE;47
"460";"TH";"Thailand";5.31757375144008;2002;TRUE;47
"461";"TH";"Thailand";2.16726427095324;2001;TRUE;47
"462";"TH";"Thailand";4.75007031572248;2000;TRUE;47
"463";"TH";"Thailand";4.44763629527176;1999;TRUE;47
"464";"TH";"Thailand";5.90134480715805;1996;TRUE;47
"465";"TH";"Thailand";9.23748040592717;1995;TRUE;47
"466";"TH";"Thailand";8.98718470201784;1994;TRUE;47
"467";"TH";"Thailand";8.25104529854821;1993;TRUE;47
"468";"TH";"Thailand";8.08338859157156;1992;TRUE;47
"469";"TH";"Thailand";8.55826131366304;1991;TRUE;47
"470";"TH";"Thailand";11.167161533222;1990;TRUE;47
"471";"TH";"Thailand";12.1905051611884;1989;TRUE;47
"472";"TH";"Thailand";13.2881127523428;1988;TRUE;47
"473";"TH";"Thailand";9.51895006192463;1987;TRUE;47
"474";"TH";"Thailand";5.53382859363548;1986;TRUE;47
"475";"TH";"Thailand";4.64723779450966;1985;TRUE;47
"476";"TH";"Thailand";5.75242728347416;1984;TRUE;47
"477";"TH";"Thailand";5.58420159072008;1983;TRUE;47
"478";"TH";"Thailand";5.35234879102848;1982;TRUE;47
"479";"TH";"Thailand";5.90687051688658;1981;TRUE;47
"480";"TH";"Thailand";5.173542701904;1980;TRUE;47
"481";"TH";"Thailand";5.3717602148224;1979;TRUE;47
"482";"TH";"Thailand";10.2957515289837;1978;TRUE;47
"483";"TH";"Thailand";9.8434631175523;1977;TRUE;47
"484";"TH";"Thailand";9.32681375651202;1976;TRUE;47
"485";"TH";"Thailand";4.97039602193263;1975;TRUE;47
"486";"TH";"Thailand";4.46626423873768;1974;TRUE;47
"487";"TH";"Thailand";10.2364295125752;1973;TRUE;47
"488";"TH";"Thailand";4.89537294723645;1971;TRUE;47
"489";"TH";"Thailand";11.4079543040062;1970;TRUE;47
"490";"TH";"Thailand";6.55065867163123;1969;TRUE;47
"491";"TH";"Thailand";8.12226379831806;1968;TRUE;47
"492";"TH";"Thailand";8.61598771556586;1967;TRUE;47
"493";"TH";"Thailand";11.1225226973755;1966;TRUE;47
"494";"TH";"Thailand";8.1816530719299;1965;TRUE;47
"495";"TH";"Thailand";6.83102465182853;1964;TRUE;47
"496";"TH";"Thailand";7.99983096086368;1963;TRUE;47
"497";"TH";"Thailand";7.55424860395541;1962;TRUE;47
"498";"TH";"Thailand";5.36213346974186;1961;TRUE;47
